region,pcode_region_enquete,region_id_dhs,region_source,cartographiable,enquete,annee,indicateur_id,indicateur,valeur,unite,famille,sens_favorable,source_id,source,licence,attribution,date_extraction
Sud,412008,HTDHS2000412008,South,oui,EMMUS 2000,2000,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),27.2,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Sud-Est,412003,HTDHS2000412003,South-East,oui,EMMUS 2000,2000,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),15.9,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Aire métropolitaine,412001,HTDHS2006412001,Metropolitan area,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),40.8,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Artibonite,412006,HTDHS2006412006,Artibonite,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),39.5,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Centre,412007,HTDHS2006412007,Centre,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),55.4,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Grand'Anse,412010,HTDHS2006412010,..Grande-Anse,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),49.7,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Grand'Anse et Nippes réunies,412009,HTDHS2006412009,Grande-Anse/Nippes,non,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),43.1,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Nippes,412011,HTDHS2006412011,..Nippes,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),31.7,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Nord,412004,HTDHS2006412004,North,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),49.2,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Nord-Est,412005,HTDHS2006412005,North-East,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),63.6,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Nord-Ouest,412012,HTDHS2006412012,North-West,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),28.6,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Reste de l'Ouest,412002,HTDHS2006412002,Rest of West,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),31.4,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Sud,412008,HTDHS2006412008,South,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),45.1,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Sud-Est,412003,HTDHS2006412003,South-East,oui,EMMUS 2006,2006,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),29.9,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Aire métropolitaine,412001,HTDHS2012412001,Metropolitan area,oui,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),34.1,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Artibonite,412006,HTDHS2012412006,Artibonite,oui,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),44.1,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Camps de déplacés (enquête 2012),412013,HTDHS2012412013,Camps,non,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),47.8,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Centre,412007,HTDHS2012412007,Centre,oui,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),58.7,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Grand'Anse,412010,HTDHS2012412010,..Grande-Anse,oui,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),45.0,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Grand'Anse et Nippes réunies,412009,HTDHS2012412009,Grande-Anse/Nippes,non,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),53.4,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Nippes,412011,HTDHS2012412011,..Nippes,oui,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),65.1,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Nord,412004,HTDHS2012412004,North,oui,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),60.3,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
Nord-Est,412005,HTDHS2012412005,North-East,oui,EMMUS 2012,2012,CH_VACC_C_BAS,Enfants complètement vaccinés (8 antigènes),55.6,%,famille : santé,haut,SRC-066,EMMUS / DHS — API des indicateurs du DHS Program,"Libre d'usage — la seule condition posée par le producteur est la citation ; ni inscription, ni restriction de rediffusion","The DHS Program Indicator Data API, The Demographic and Health Surveys (DHS) Program. ICF International. Funded by the United States Agency for International Development (USAID). [Accessed 08-26-2026]",2026-08-26
